,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
237,House,above 5,8.0,,2.0,,20 perches,"
For Urgent Sale ",,,Rs. 32M     ,Pannipitiya
238,House,4,3.0,2143 sq.ft.,2.0,2.0,6.45 perches,"
For Urgent Sale ",,,Rs. 42M     ,Boralesgamuwa
239,House,3,2.0,,1.0,,16 perches,"
For Urgent Sale ",,,Rs. 148M ONO   ,Jawatta
240,House,3,2.0,,2.0,,14.5 perches,"
For Urgent Sale ",,,Rs. 40M     ,Maharagama
241,House,3,3.0,,2.0,,22 perches,"
For Urgent Sale ",,,Rs. 100M     ,Pallawatta
242,House,4,2.0,,3.0,6.0,14.5 perches,"
For Urgent Sale ",,,Rs. 75M     ,Raththanapitiya
243,House,4,3.0,4000 sq.ft.,2.0,2.0,15 perches,"
Available now ",300m,2km,Rs. 52M     ,Mount Lavinia
244,House,above 5,4.0,2200 sq.ft.,2.0,4.0,22 perches,"
Available now ",1km,1.2km,Rs. 50M approx   ,Maharagama
245,House,5,5.0,5000 sq.ft.,4.0,3.0,6 perches,"
Available now ",,,Rs. 130M     ,Colombo 5
246,House,4,3.0,3500 sq.ft.,2.0,2.0,8.2 perches,"
Available now ",,1km,Rs. 32M     ,Moratuwa
247,House,4,3.0,2750 sq.ft.,,,,"
Available now ",,,Rs. 28M     ,Maharagama
248,House,5,4.0,4500 sq.ft.,,6.0,36.5 perches,"
Available now ",100m,100m,Rs. 109M     ,Katubedda
249,House,3,,,,,105 perches,"
Available now ",,,Rs. 10.95M     ,Habaraduwa
250,House,2,2.0,1700 sq.ft.,2.0,1.0,3 perches,"
Available now ",,,Rs. 10.9M     ,Negombo
251,House,5,,,,,,"
Available now ",,,Rs. 43M     ,Piliyandala
252,House,5,5.0,4000 sq.ft.,2.0,6.0,126 perches,"
Available now ",,,Rs. 135M ONO   ,Malabe
253,House,4,4.0,2750 sq.ft.,2.0,2.0,6.5 perches,"
Available now ",1km,7km,Rs. 27M ONO   ,Malabe
254,House,4,4.0,5200 sq.ft.,3.0,4.0,15.5 perches,"
Available now ",,,Rs. 140M ONO   ,Nugegoda
255,House,above 5,4.0,3707 sq.ft.,3.0,2.0,9 perches,"
Available now ",150m,1km,Rs. 69M ONO   ,Rajagiriya
256,House,5,3.0,3012 sq.ft.,,4.0,11.7 perches,"
Available now ",150m,,Rs. 67.5M     ,Ethul Kotte
257,House,above 5,4.0,3500 sq.ft.,2.0,3.0,12 perches,"
Available now ",,,Rs. 65M ONO   ,Dehiwala
258,House,3,2.0,2000 sq.ft.,1.0,2.0,10 perches,"
Available now ",,,Rs. 48M     ,Nugegoda
259,House,above 5,6.0,4300 sq.ft.,2.0,2.0,14 perches,"
Available now ",0.1km,9km,Rs. 65M ONO   ,Kalubowila
260,House,4,4.0,5000 sq.ft.,2.0,3.0,10 perches,"
Price Reduced! ",,5km,Rs. 60M ONO   ,Kalubowila
261,House,above 5,5.0,2800 sq.ft.,3.0,2.0,6 perches,"
Available now ",0.2km,2km,Rs. 65M ONO   ,Kalubowila
262,House,above 5,4.0,3990 sq.ft.,,,15.4 perches,"
Available now ",,,Rs. 5M     ,Dehiwala
263,House,above 5,5.0,12000 sq.ft.,2.0,,9 perches,"
Available now ",,,Rs. 155M     ,Rajagiriya
264,House,4,3.0,2000 sq.ft.,,2.0,12.65 perches,"
Available now ",,,Rs. 225M     ,Colombo 1
265,House,5,4.0,,,,10.5 perches,"
Available now ",,,Rs. 45M     ,Hokandara
266,House,4,4.0,11000 sq.ft.,3.0,4.0,19 perches,"
Available now ",,,Rs. 128M     ,Pelawatte
267,House,5,2.0,1850 sq.ft.,2.0,1.0,8.5 perches,"
Available now ",1km,3km,Rs. 20M     ,Kandy
268,House,above 5,10.0,8000 sq.ft.,2.0,4.0,26.4 perches,"
Price Reduced! ",1km,1km,Rs. 500M ONO   ,Colombo 3
269,House,4,4.0,4500 sq.ft.,3.0,3.0,15 perches,"
Available now ",,5km,Rs. 79.5M     ,Kandy
270,House,3,1.0,2000 sq.ft.,,2.0,8 perches,"
Available now ",,,Rs. 30M     ,Dehiwala
271,House,2,,900 sq.ft.,,,,"
Available now ",,,    ,Medirigiriya
272,House,4,3.0,4000 sq.ft.,2.0,6.0,10.29 perches,"
Available now ",1km,1km,Rs. 210M ONO   ,Colombo 3
273,House,above 5,13.0,16000 sq.ft.,3.0,6.0,21 perches,"
Price Reduced! ",1km,1km,Rs. 210M ONO   ,Colombo 6
274,House,above 5,6.0,4500 sq.ft.,2.0,4.0,17.22 perches,"
Available now ",,,Rs. 62M ONO   ,Dehiwala
275,House,5,3.0,1781 sq.ft.,3.0,2.0,6.84 perches,"
Available now ",650m,,Rs. 25M ONO   ,Malabe
276,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,Rs. 7.9M     ,Wellampitiya
277,House,5,5.0,5500 sq.ft.,3.0,2.0,15 perches,"
Available now ",500m,2km,Rs. 145M ONO   ,Pita Kotte
278,House,4,3.0,2500 sq.ft.,2.0,2.0,,"
Available now ",50m,,Rs. 23.5M ONO   ,Malabe
279,House,3,2.0,2240 sq.ft.,2.0,2.0,8.52 perches,"
Available now ",450m,1km,Rs. 45M upwards   ,Galle
280,House,4,2.0,,3.0,3.0,12.85 perches,"
Available now ",,,Rs. 38M     ,Athurugiriya
281,House,4,2.0,1600 sq.ft.,2.0,2.0,6.5 perches,"
Available now ",200m,4km,Rs. 11.5M ONO   ,Meegoda
282,House,5,4.0,4000 sq.ft.,,2.0,10 perches,"
Available now ",150m,,Rs. 55M     ,Malabe
283,House,4,3.0,4000 sq.ft.,1.0,2.0,64 perches,"
Available now ",200km,,Rs. 95M ONO   ,Hokandara
284,House,4,3.0,3000 sq.ft.,,,21 perches,"
Available now ",,,Rs. 37M ONO   ,Malabe
285,House,5,4.0,4200 sq.ft.,3.0,2.0,15 perches,"
Available now ",2km,,Rs. 45M     ,Malabe
286,House,4,3.0,5500 sq.ft.,,2.0,12 perches,"
Available now ",1km,2km,Rs. 120M     ,Colombo 5
287,House,above 5,8.0,8000 sq.ft.,2.0,5.0,15 perches,"
Available now ",500m,2km,Rs. 92M ONO   ,Rajagiriya
288,House,4,3.0,3000 sq.ft.,,2.0,20 perches,"
Available now ",100m,2km,Rs. 350M     ,Colombo 7
289,House,2,2.0,1450 sq.ft.,1.0,2.0,11.3 perches,"
Available now ",200m,1km,Rs. 23.5M     ,Moratuwa
290,House,4,4.0,3500 sq.ft.,2.0,2.0,8.25 perches,"
Available now ",,,Rs. 45M ONO   ,Mount Lavinia
291,House,3,3.0,2520 sq.ft.,2.0,,10 perches,"
Available now ",,,Rs. 38M ONO   ,Athurugiriya
292,House,4,,3200 sq.ft.,,,10 perches,"
Available now ",,,Rs. 53M     ,Maharagama
293,House,above 5,11.0,6000 sq.ft.,3.0,3.0,10 perches,"
For Urgent Sale ",,,Rs. 190M     ,Colombo 6
294,House,4,2.0,,,,12 perches,"
Available now ",,,Rs. 33M     ,Kottawa
295,House,4,4.0,,,,9 perches,"
Available now ",,,Rs. 32.5M     ,Kottawa
296,House,4,2.0,,,,15.5 perches,"
Available now ",,,Rs. 32.5M     ,Kadawatha
297,House,4,,1900 sq.ft.,,,11 perches,"
Available now ",,,Rs. 18.5M     ,Malabe
298,House,5,4.0,,,,,"
Available now ",,,Rs. 32.5M     ,Kottawa
299,House,4,4.0,,,,8 perches,"
Available now ",,,Rs. 31M     ,Piliyandala
300,House,5,5.0,3800 sq.ft.,,,10 perches,"
Available now ",,,Rs. 36M     ,Nugegoda
301,House,4,4.0,2800 sq.ft.,,,10 perches,"
Available now ",,,Rs. 51M     ,Maharagama
302,House,5,3.0,2800 sq.ft.,,,13 perches,"
Available now ",,,Rs. 19M     ,Kottawa
303,House,4,2.0,2500 sq.ft.,,,6 perches,"
Available now ",,,Rs. 24M     ,Nugegoda
304,House,3,2.0,2200 sq.ft.,,,11 perches,"
Available now ",,,Rs. 17.5M     ,Malabe
305,House,5,3.0,2100 sq.ft.,,2.0,11.57 perches,"
Available now ",,,Rs. 58.5M     ,Ethul Kotte
306,House,4,3.0,2500 sq.ft.,,,10 perches,"
Available now ",,,Rs. 23M     ,Nugegoda
307,House,3,,1300 sq.ft.,,,6.5 perches,"
Available now ",,,Rs. 11M     ,Homagama
308,House,5,4.0,3800 sq.ft.,,,25 perches,"
Available now ",,,Rs. 35M     ,Pannipitiya
309,House,4,3.0,,,,,"
Available now ",,,Rs. 16.5M     ,Kottawa
310,House,3,2.0,3200 sq.ft.,,,12 perches,"
Available now ",,,Rs. 23M     ,Kottawa
311,House,3,2.0,1700 sq.ft.,,,10 perches,"
Available now ",,,Rs. 23M     ,Thalawathugoda
312,House,4,3.0,3200 sq.ft.,,,7.7 perches,"
Available now ",,,Rs. 43M     ,Pelawatte
313,House,4,4.0,4500 sq.ft.,,,14.5 perches,"
Available now ",,,Rs. 36M     ,Kottawa
314,House,4,2.0,3200 sq.ft.,,,6.5 perches,"
Available now ",,,Rs. 36M     ,Dehiwala
315,House,above 5,2.0,2900 sq.ft.,,,25 perches,"
Available now ",,,Rs. 14.8M     ,Meegoda
316,House,3,2.0,1400 sq.ft.,,,15 perches,"
Available now ",,,Rs. 7.8M     ,Homagama
317,House,3,3.0,1300 sq.ft.,,,10 perches,"
Available now ",,,Rs. 12.5M     ,Homagama
318,House,4,4.0,2 sq.ft.,,,21 perches,"
Available now ",,,Rs. 75M     ,Dehiwala
319,House,above 5,7.0,6000 sq.ft.,,,,"
Available now ",,,Rs. 220M     ,Colombo 6
320,House,above 5,7.0,4800 sq.ft.,2.0,,12 perches,"
Price Reduced! ",,,Rs. 69M     ,Dehiwala
321,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,Rs. 19.8M     ,Mount Lavinia
322,House,4,2.0,1600 sq.ft.,,,,"
Available now ",,,Rs. 19.5M     ,Akurana
323,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,    ,Gothatuwa
324,House,4,4.0,5950 sq.ft.,2.0,2.0,19.6 perches,"
Available now ",100m,,Rs. 98M ONO   ,Malabe
325,House,5,4.0,2200 sq.ft.,2.0,2.0,6 perches,"
For Urgent Sale ",1m,,Rs. 12.5M ONO   ,Moratuwa
326,House,4,2.0,260022 sq.ft.,2.0,6.0,,"
For Urgent Sale ",200m,,Rs. 32M     ,Panadura
327,House,4,2.0,2300 sq.ft.,2.0,6.0,21 perches,"
For Urgent Sale ",700m,,Rs. 17.8M ONO   ,Panadura
328,House,above 5,3.0,4500 sq.ft.,2.0,2.0,24.5 perches,"
For Urgent Sale ",1km,,Rs. 57M ONO   ,Boralesgamuwa
329,House,4,4.0,3000 sq.ft.,2.0,6.0,20 perches,"
For Urgent Sale ",1km,,Rs. 22.5M ONO   ,Panadura
330,House,5,4.0,3800 sq.ft.,3.0,1.0,11.75 perches,"
For Urgent Sale ",200m,,Rs. 36M ONO   ,Kalutara
331,House,3,2.0,1650 sq.ft.,1.0,2.0,10.8 perches,"
Available now ",100m,,Rs. 16.8M ONO   ,Panadura
332,House,5,4.0,2200 sq.ft.,2.0,1.0,6 perches,"
For Urgent Sale ",1m,,Rs. 12.5M ONO   ,Rathmalana
333,House,above 5,3.0,3060 sq.ft.,2.0,3.0,15 perches,"
For Urgent Sale ",100m,,Rs. 38.5M ONO   ,Boralesgamuwa
334,House,above 5,6.0,5800 sq.ft.,3.0,2.0,15 perches,"
For Urgent Sale ",500m,,Rs. 145M     ,Pita Kotte
335,House,5,3.0,3500 sq.ft.,,,253 perches,"
Available now ",,,Rs. 50M     ,Kegalle
336,House,above 5,3.0,3912 sq.ft.,,,11.7 perches,"
Available now ",,,Rs. 66M ONO   ,Pita Kotte
337,House,4,3.0,,,,59 perches,"
Available now ",,,Rs. 23.5M     ,Katunayake
338,House,4,2.0,,,,29 perches,"
Available now ",,,Rs. 35M     ,Homagama
339,House,5,5.0,3000 sq.ft.,2.0,,18.6 perches,"
Available now ",,,Rs. 89.28M ONO   ,Colombo 5
340,House,5,5.0,3500 sq.ft.,3.0,2.0,11 perches,"
Available now ",1km,,Rs. 42M ONO   ,Thalawathugoda
341,House,4,,,3.0,,25 perches,"
Available now ",,,Rs. 46M     ,Moratuwa
342,House,above 5,,,,,,"
Available now ",,,Rs. 4.5M     ,Battaramulla
343,House,above 5,4.0,4700 sq.ft.,2.0,,10 perches,"
Available now ",600m,2km,Rs. 67M     ,Wijerama
344,House,3,,,,,,"
Available now ",700m,,Rs. 29M     ,Piliyandala
345,House,3,2.0,2900 sq.ft.,1.0,3.0,20 perches,"
Available now ",0.1km,8km,Rs. 55M ONO   ,Battaramulla
346,House,4,3.0,5000 sq.ft.,3.0,2.0,9 perches,"
Available now ",0.1km,2km,Rs. 160M ONO   ,Colombo 8
347,House,4,3.0,3200 sq.ft.,2.0,2.0,14.5 perches,"
Available now ",,8km,Rs. 85M ONO   ,Battaramulla
348,House,3,3.0,2800 sq.ft.,2.0,3.0,14 perches,"
Available now ",0.1km,3km,Rs. 48M ONO   ,Nugegoda
349,House,above 5,5.0,3800 sq.ft.,3.0,4.0,18 perches,"
Available now ",0.2km,2km,Rs. 152M ONO   ,Nawala
350,House,3,3.0,1700 sq.ft.,,2.0,10 perches,"
For Urgent Sale ",,,Rs. 18.5M     ,Athurugiriya
351,House,5,4.0,5200 sq.ft.,3.0,2.0,15 perches,"
For Urgent Sale ",,,Rs. 57.5M ONO   ,Malabe
352,House,5,4.0,2800 sq.ft.,2.0,4.0,11.1 perches,"
Available now ",50m,1km,Rs. 55M ONO   ,Nugegoda
353,House,above 5,5.0,,2.0,3.0,10 perches,"
Available now ",0.2km,3km,Rs. 56M ONO   ,Dehiwala
354,House,3,2.0,3000 sq.ft.,1.0,2.0,15 perches,"
Available now ",,2km,Rs. 142.5M ONO   ,Colombo 5
355,House,4,4.0,3300 sq.ft.,4.0,2.0,10.4 perches,"
Available now ",0.3km,8km,Rs. 70M ONO   ,Boralesgamuwa
356,House,above 5,6.0,6500 sq.ft.,2.0,6.0,53 perches,"
Available now ",,,Rs. 110M     ,Thalawathugoda
357,House,above 5,6.0,6500 sq.ft.,2.0,6.0,18 perches,"
Available now ",,,Rs. 65M     ,Thalawathugoda
358,House,4,3.0,3500 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 100M     ,Ethul Kotte
359,House,5,3.0,6000 sq.ft.,2.0,5.0,,"
Available now ",,,Rs. 130M     ,Pelawatte
360,House,3,3.0,4707 sq.ft.,2.0,,15 perches,"
Available now ",,,Rs. 72M     ,Battaramulla
361,House,4,4.0,4700 sq.ft.,,,20 perches,"
Available now ",,,Rs. 330M     ,Colombo 5
362,House,4,3.0,3000 sq.ft.,2.0,,21 perches,"
Available now ",,,Rs. 75M     ,Battaramulla
363,House,5,4.0,6000 sq.ft.,2.0,6.0,27 perches,"
Available now ",,,Rs. 120M     ,Battaramulla
364,House,3,3.0,4700 sq.ft.,2.0,2.0,15 perches,"
Available now ",,,Rs. 72M     ,Battaramulla
365,House,above 5,6.0,8400 sq.ft.,3.0,,12 perches,"
Available now ",,,Rs. 9M     ,Dehiwala
366,House,4,3.0,3000 sq.ft.,2.0,6.0,34 perches,"
Available now ",,,Rs. 105M ONO   ,Thalawathugoda
367,House,4,3.0,2540 sq.ft.,2.0,2.0,22.8 perches,"
Available now ",50m,1km,Rs. 41M ONO   ,Moratuwa
368,House,4,3.0,3250 sq.ft.,2.0,3.0,10.8 perches,"
For Urgent Sale ",,,Rs. 42.5M ONO   ,Battaramulla
369,House,3,,,,1.0,6 perches,"
Available now ",,,Rs. 30M     ,Kaduwela
370,House,3,2.0,,2.0,,10 perches,"
Available now ",,,Rs. 42M     ,Mirihana
371,House,5,2.0,,2.0,2.0,7.2 perches,"
Available now ",,,Rs. 80M     ,Colombo 8
372,House,5,3.0,3000 sq.ft.,1.0,6.0,40 perches,"
Available now ",50m,7km,Rs. 25M ONO   ,Kadawatha
373,House,5,4.0,5000 sq.ft.,3.0,3.0,11 perches,"
Available now ",,,Rs. 68M ONO   ,Nugegoda
374,House,5,5.0,4800 sq.ft.,3.0,4.0,12 perches,"
Available now ",,,Rs. 65M ONO   ,Nugegoda
375,House,3,2.0,1565 sq.ft.,2.0,2.0,6 perches,"
Available now ",,,Rs. 19.5M ONO   ,Pamunuwa
376,House,5,3.0,3200 sq.ft.,3.0,2.0,6 perches,"
Available now ",,,Rs. 48M ONO   ,Rajagiriya
377,House,3,3.0,2800 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 26.5M ONO   ,Kadawatha
378,House,4,2.0,2600 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 30M ONO   ,Kadawatha
379,House,4,4.0,2600 sq.ft.,2.0,3.0,8 perches,"
Available now ",,,Rs. 25M ONO   ,Moratuwa
380,House,3,3.0,,3.0,,,"
Available now ",,,Rs. 62M approx   ,Dehiwala
381,House,4,2.0,,,,,"
Available now ",,,Rs. 42M     ,Nugegoda
382,House,above 5,2.0,1565 sq.ft.,2.0,,6 perches,"
Available now ",,,Rs. 21M ONO   ,Maharagama
383,House,4,4.0,,3.0,,8 perches,"
Available now ",,,Rs. 21M     ,Maharagama
384,House,4,2.0,2500 sq.ft.,2.0,,11.9 perches,"
Available now ",,,Rs. 20M ONO   ,Piliyandala
385,House,4,4.0,3800 sq.ft.,2.0,,21 perches,"
Available now ",,,Rs. 60M ONO   ,Battaramulla
386,House,3,2.0,1200 sq.ft.,1.0,2.0,10 perches,"
Available now ",,,Rs. 23M ONO   ,Boralesgamuwa
387,House,4,3.0,3000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 32M     ,Kottawa
388,House,5,3.0,3100 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 37.5M ONO   ,Malabe
389,House,above 5,3.0,4000 sq.ft.,2.0,3.0,19.9 perches,"
Available now ",,,Rs. 35M ONO   ,Wattala
390,House,4,3.0,3200 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 45M ONO   ,Malabe
391,House,5,5.0,5600 sq.ft.,2.0,,62 perches,"
Available now ",,,Rs. 160M ONO   ,Malabe
392,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,Rs. 14.5M     ,Kalmunai
393,House,4,2.0,1600 sq.ft.,,,,"
Available now ",,,Rs. 19.5M     ,Dehiwala
394,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,Rs. 12.5M     ,Kalmunai
395,House,above 5,,,,,,"
Available now ",,,Rs. 496.4M     ,Colombo 7
396,House,3,2.0,1200 sq.ft.,,,,"
Available now ",,,Rs. 13M     ,Kolonnawa
397,House,4,3.0,3600 sq.ft.,3.0,3.0,10 perches,"
Price Reduced! ",500m,1km,Rs. 24.5M ONO   ,Homagama
398,House,4,4.0,2450 sq.ft.,3.0,2.0,6.5 perches,"
Available now ",500m,,Rs. 26.8M ONO   ,Malabe
399,House,4,3.0,2400 sq.ft.,2.0,2.0,10 perches,"
Available now ",350m,8km,Rs. 22.5M upwards   ,Negombo
400,House,3,2.0,2300 sq.ft.,,,18 perches,"
Available now ",,,    ,Bandaragama
401,House,4,4.0,4200 sq.ft.,2.0,,10 perches,"
Available now ",,,Rs. 49.5M ONO   ,Thalawathugoda
402,House,4,3.0,,,,21.5 perches,"
Available now ",,,Rs. 110M ONO   ,Nugegoda
403,House,4,4.0,5000 sq.ft.,,,,"
Available now ",,,Rs. 200M ONO   ,Battaramulla
404,House,above 5,5.0,5000 sq.ft.,,3.0,,"
Available now ",,,Rs. 40M     ,Nugegoda
405,House,4,3.0,2500 sq.ft.,,,5 perches,"
Available now ",,,Rs. 30M ONO   ,Battaramulla
406,House,above 5,4.0,1800 sq.ft.,,,6 perches,"
Available now ",,,Rs. 28M ONO   ,Malabe
407,House,4,2.0,2500 sq.ft.,2.0,,8.8 perches,"
Available now ",,,Rs. 34M ONO   ,Thalawathugoda
408,House,3,2.0,,,,7 perches,"
Available now ",,,Rs. 15M     ,Athurugiriya
409,House,above 5,4.0,,,,6 perches,"
Available now ",,,Rs. 27.5M     ,Dehiwala
410,House,3,3.0,7000 sq.ft.,,6.0,12.5 perches,"
Available now ",,,Rs. 50M ONO   ,Pepiliyana
411,House,above 5,4.0,,,,8.18 perches,"
Available now ",,,Rs. 28M     ,Madiwela
412,House,above 5,4.0,,,,12 perches,"
Available now ",,,Rs. 38M     ,Rajagiriya
413,House,4,2.0,,,,12 perches,"
Available now ",,,Rs. 36M ONO   ,Rajagiriya
414,House,3,2.0,,2.0,,10.2 perches,"
Available now ",,,Rs. 31M ONO   ,Thalawathugoda
415,House,3,2.0,1500 sq.ft.,,,4.5 perches,"
Available now ",,,Rs. 20M ONO   ,Nugegoda
416,House,4,7.0,,,,18 perches,"
Available now ",,,Rs. 45M     ,Battaramulla
417,House,4,2.0,2500 sq.ft.,,,20 perches,"
Available now ",,,Rs. 30M     ,Navinna
418,House,5,5.0,,3.0,2.0,10 perches,"
Available now ",,,Rs. 40M     ,Pelawatte
419,House,3,3.0,2100 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 25.5M ONO   ,Malabe
420,House,4,3.0,2800 sq.ft.,2.0,4.0,12 perches,"
Available now ",,,Rs. 25M ONO   ,Malabe
421,House,above 5,5.0,4800 sq.ft.,3.0,4.0,12.1 perches,"
Available now ",,,Rs. 65M ONO   ,Malabe
422,House,5,4.0,3000 sq.ft.,2.0,4.0,10 perches,"
Available now ",,,Rs. 36M     ,Nugegoda
423,House,4,3.0,1789 sq.ft.,,,15 perches,"
Available now ",,,    ,Nugegoda
424,House,4,4.0,3200 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 58.5M ONO   ,Pelawatte
425,House,3,2.0,1750 sq.ft.,2.0,2.0,6.66 perches,"
Available now ",,,Rs. 16M     ,Athurugiriya
426,House,3,2.0,2400 sq.ft.,2.0,3.0,7.14 perches,"
Available now ",,,Rs. 20M     ,Kerawalapitiya
427,House,5,5.0,9000 sq.ft.,4.0,6.0,30 perches,"
Available now ",,,Rs. 250M     ,Pita Kotte
428,House,3,3.0,,2.0,,20 perches,"
Available now ",,,Rs. 110M     ,Rajagiriya
429,House,4,3.0,4000 sq.ft.,2.0,3.0,7.5 perches,"
Available now ",0.1km,02km,Rs. 99M ONO   ,Colombo 5
430,House,5,5.0,4600 sq.ft.,3.0,3.0,8.5 perches,"
Price Reduced! ",,2km,Rs. 170M ONO   ,Colombo 5
431,House,4,3.0,3800 sq.ft.,3.0,3.0,7.4 perches,"
Available now ",,2km,Rs. 100M ONO   ,Colombo 5
432,House,4,2.0,3000 sq.ft.,1.0,2.0,18.6 perches,"
Available now ",0.1km,2km,Rs. 85M ONO   ,Colombo 5
433,House,4,3.0,5000 sq.ft.,3.0,3.0,12.5 perches,"
Available now ",,1km,Rs. 110M ONO   ,Colombo 5
434,House,3,2.0,4500 sq.ft.,2.0,3.0,20 perches,"
Available now ",,1km,Rs. 200M ONO   ,Colombo 5
435,House,4,4.0,3800 sq.ft.,2.0,3.0,17 perches,"
Available now ",,2km,Rs. 90M ONO   ,Colombo 5
436,House,3,3.0,1700 sq.ft.,9.0,1.0,,"
Available now ",,1km,Rs. 47M ONO   ,Colombo 5
437,House,3,3.0,,2.0,2.0,6 perches,"
Available soon ",700m,500m,Rs. 43.2M approx   ,Mount Lavinia
438,House,above 5,5.0,5367 sq.ft.,3.0,2.0,10.4 perches,"
Available now ",900m,,Rs. 65M ONO   ,Boralesgamuwa
439,House,5,3.0,3200 sq.ft.,2.0,6.0,20 perches,"
Available now ",400m,,Rs. 75M     ,Nugegoda
440,House,4,,,,,,"
Available now ",,,Rs. 42.5M     ,Pepiliyana
441,House,3,,,1.0,,10 perches,"
Available now ",400m,,Rs. 14.5M     ,Piliyandala
442,House,3,,,,,10.5 perches,"
Available now ",500m,,Rs. 16M     ,Piliyandala
443,House,4,,,,,,"
Available now ",,,Rs. 45M     ,Kahatuduwa
444,House,4,,,,,,"
Available soon ",,,Rs. 26.5M     ,Boralesgamuwa
445,House,4,,,,,,"
Available soon ",,,Rs. 32M     ,Boralesgamuwa
446,House,4,3.0,3000 sq.ft.,2.0,6.0,52.5 perches,"
Available now ",,,    ,Thalawathugoda
447,House,above 5,3.0,4500 sq.ft.,,2.0,29 perches,"
Price Reduced! ",500km,,Rs. 30M ONO   ,Kaduwela
448,House,3,2.0,1500 sq.ft.,,1.0,6 perches,"
Available now ",,,Rs. 33M     ,Nugegoda
449,House,5,4.0,2700 sq.ft.,2.0,4.0,8 perches,"
Available now ",50m,,Rs. 38M ONO   ,Pannipitiya
450,House,4,2.0,2050 sq.ft.,2.0,2.0,6 perches,"
Available now ",,,Rs. 13M     ,Kadawatha
451,House,4,4.0,3460 sq.ft.,2.0,6.0,59 perches,"
Available now ",500m,10km,Rs. 23.5M     ,Minuwangoda
452,House,4,3.0,,2.0,3.0,7.8 perches,"
Available now ",,,Rs. 100M     ,Colombo 5
453,House,5,4.0,3900 sq.ft.,3.0,3.0,12 perches,"
Available now ",500m,,Rs. 33M ONO   ,Malabe
454,House,4,3.0,3000 sq.ft.,,,6 perches,"
Available now ",,,Rs. 27.5M     ,Boralesgamuwa
455,House,4,3.0,2310 sq.ft.,,,10.65 perches,"
Available now ",,,Rs. 24M     ,Malabe
456,House,3,2.0,1000 sq.ft.,2.0,1.0,2.5 perches,"
Available now ",,,Rs. 13.5M     ,Rathmalana
457,House,4,2.0,2400 sq.ft.,,,4.9 perches,"
Available now ",,,Rs. 35M     ,Mount Lavinia
458,House,3,2.0,1271 sq.ft.,,,7 perches,"
Available now ",,,Rs. 26.5M     ,Hokandara
459,House,3,,,,,,"
Available now ",,,Rs. 30M     ,Kolonnawa
460,House,3,,,,,7.5 perches,"
Available now ",,,Rs. 11M     ,Rathmalana
461,House,3,2.0,1350 sq.ft.,,,,"
Available now ",,,Rs. 19M     ,Dehiwala
462,House,4,4.0,,,,18 perches,"
Available now ",,,    ,Moratuwa
463,House,5,3.0,2440 sq.ft.,,,7 perches,"
Available now ",,,Rs. 25M     ,Piliyandala
464,House,above 5,5.0,,,,,"
Available now ",,,Rs. 27.5M     ,Dehiwala
465,House,4,4.0,2500 sq.ft.,,,6.6 perches,"
Available now ",,,Rs. 21M     ,Boralesgamuwa
466,House,4,3.0,1690 sq.ft.,,,,"
Available now ",,,Rs. 75M     ,Colombo 5
467,House,4,3.0,2675 sq.ft.,2.0,2.0,10.12 perches,"
Available now ",,,Rs. 49.5M ONO   ,Malabe
468,House,3,2.0,2400 sq.ft.,2.0,2.0,10.93 perches,"
Available now ",,,Rs. 25M     ,Maharagama
469,House,3,2.0,1200 sq.ft.,,,19.5 perches,"
Available now ",2km,2km,Rs. 32M approx   ,Aniwatte
470,House,3,3.0,,1.0,,13 perches,"
Available now ",,,Rs. 7.8M ONO   ,Katunayake
471,House,5,3.0,4500 sq.ft.,2.0,4.0,15.5 perches,"
Available now ",,,Rs. 160M     ,Colombo 8
472,House,3,,1800 sq.ft.,,,27 perches,"
Available now ",,,Rs. 7.5M     ,Kirindiwela
473,House,4,2.0,2200 sq.ft.,,,16 perches,"
Available now ",,,Rs. 8.5M     ,Nittambuwa
474,House,4,4.0,1550 sq.ft.,,,14.5 perches,"
Available now ",,,Rs. 9.85M     ,Gampaha
475,House,3,1.0,1945 sq.ft.,,,10 perches,"
Available now ",,,Rs. 11M     ,Wattala
476,House,4,3.0,5275 sq.ft.,,,15 perches,"
Available now ",,,Rs. 27.5M     ,Gampaha
477,House,5,4.0,3000 sq.ft.,,3.0,9 perches,"
Available now ",,,Rs. 53M ONO   ,Maharagama
